text,label
@USER @USER Nada con los comunistas! Ya lo vivimos una vez y no es a para repetirlo.,0
"L APRIMERA LINEA ES UN INVENTO DEL GOBIERNO DUQUE, DONDE LOS VANDALOS SIEMPRE HAN SIDO VENECOS INFILTRADOS EN COLOMBIA",1
"@USER Q dificil es encontrar un gil q argumente sin sacar la tula en tu sector. Ya sabemos como terminó la aventura revolucionaria, para q darle mas vueltas al temita.",0
17:26 patético :v,1
Pero deja el puto canal de romano jajaj :v,0
"Gracias JP por hacer rap para mi, gracias por darme fuerzas para seguir adelante. Gracias por darnos un trocito de ti en cada canción que haces. Sigue así JP y gracias por todo.",0
"#Espana , el lugar dónde gente que ha entrado #ilegalmente en el pais, a veces utilizando la fuerza, y que realizan actividades de venta ilegal, sin licencias, sin papeles de ningún tipo y saltandose todas las leyes, ¡tienen un sindicato!. Mientras, los #autónomos son machacados.",1
"Fácil, los estractos son sacados de un video público de Miare, cualquiera puede sacar parte de él, sólo di que viste y sacaste estractos del twich de Miare, como solo nos importa las mejores partes es obvio que se parecerán los videos.",0
Das pena Deja de Hablar de los demás Contenido basura.,1
#Calama | Personal de os7 ejecuta una serie de operativos antidrogas en la comuna de calama que permiten la detención de 06 ciudadanos bolivianos LINK,0
@USER vos sos la zorra callate mayra n te banco,1
"No se puede jugar con sudacas niño, tienen el wifi enchufado a la bombilla",1
Doble fracaso de Rajoy: mayoría absoluta independentista y victoria de Ciudadanos LINK vía @USER,0
Ya viste al canal de este man que no me acuerdo ni cómo se llama diciendo que todo es mentira? Con dos bien gorditos 🎊 el que se la pasa subiendo vídeos de ti que ya debatiste con el y dijo que como cuando miraré hace lo mismo si no le creemos pero cuando lo haces tú si y yo así de que rayos hablaaa,0
No eras vegano cabron o es acaso la carne de Joaquín?,1
"Soy el unico que pensaba que cuando decia: sabes quien no tiene amigos? Sabes quien no se que, iba a decie hitler?",0
"Vergüenza de político que se mofa de toda la población que está sufriendo represión, está en prision o exiliada. Es un cuerpo sin alma venida al régimen que tiene sed de poder, una vergüenza que una persona con cargo público sea tan indecente... @USER @USER LINK",0
"Estoy esqivicado, no es pajerin, a sido una ella que quiere ser feminazi....",1
"Que asco das, mentira tras mentira, gente como tu sobra en esta vida",1
"Por otro lado, comed mierda fachas @USER",1
"""Comentario ESCATOLÓGICO: Si no hay papal del culo, deben abstenerse de acercarse a la valla de Melilla, al menos hasta que los """"lindos negritos visitantes"""" estén ESTREÑIDOS. LINK",1
@USER Que te CALLES LA PUTA BOCA GILIPOLLAS DE LOS COJONES,0
"Hace poco vi un par de videos tuyos que me conmovieron que, por alguna razón, no había visto si ya los habías subido hace un año o más... Uno de ellos fue ese en donde te donan 10,000 bits para poder sanar a May. Las palabras de todos aquellos que donaban, y tu reaccion... Es lindo saber cómo la gente, a pesar de todo lo que ha pasado y de todas las polémicas en las que te has visto involucrado directa o indirectamente, te sigue queriendo, y mucho. En lo personal, no tengo mucho dinero, y me encantaría donarte. Quizás lo haga en un futuro corto, sólo porque me dan ganas de entrar a tu Discord xD Pero en fin, al punto Es hermoso ver cómo todos nosotros, tus suscriptores, te queremos mucho, al punto de incluso darte dinero como tal para que puedas salir adelante con todo lo que te cae (y caía), y que tú tambien, no se te ha subido a la cabeza como otros creadores de contenido, que por el contrario de ellos, tú sí que estimas a tus suscriptores. Soy suscriptor tuyo desde mucho antes que lo de la innombrable de tu ex pasara, y nunca dejé de apoyarte ni dejé de creer en tí. Y mírate hoy, eres una persona segura de sí misma y fuerte. No todos tenemos la capacidad para poder ser como tú. Probablemente yo en tu lugar ya habría dejado todas mis redes sociales y tratar de alejarme de todo problema... Te admiro, Dalas. De verdad. Te admiro y te estimo, y creo que muchos de nosotros, tus pambisitos, pensamos igual. Sigue así, sigue creciendo y sacándole la chucha a todos esos mierderos que te tratan de perjudicar. Se te quiere, Dalas 💕",0
"#Líbano #4August | Por la inestabilidad reportada en los silos del puerto, la actividad aconteció en los alrededores de la Estatua del Inmigrante, al este de la terminal que está en la línea de visión de la zona cero.\n#BeirutBlast #beirutexplosion LINK",0
"Con que cámara te tomaron la foto con un alcatel, pero igual se te ve bastante fresco me alegro por ustedes 😳👌",0
Ami amigo le párese patético tu contenido asique cundo lo dijo fui y le rompí la bicicleta,0
"@USER Tengo amigos Gays y hasta ellos mismos reprueban andar besándose enfrente de la gente ,dicen que si piden respeto deben de dar respeto ,y no los veo quejandose por eso,",1
"Pero ""Corte Suprema"" ¿ Porque debemos mantener en nuestro país a delincuentes, a los cuales habrá que colocar en la cárcel, significando un costo a nuestro desgastado sistema penitenciario ? ¿Cuales son las razones para no deportarlo ?LINK LINK",0
Yo veo a mujeres destruidas por acoso laboral y callejero. Otras con depresión debido a violación sexual o maltrato físico. Y conocí a varias que se suicidaron por este tipo de comportamientos machistas. Vas a seguir con tu show pobre? LINK,0
La lista es bien fuertecita 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ Y además han aprovechau para echar bien de facha-shade en los pies de foto 🥵,0
Ahhhhh!! Has nombrado a Mimii!!Has Nombrado a Mimii!!! Me gusta más eso que la vida de esas dos que no me creo ná 😂😂👏🏼💋💋💋,0
@USER @USER La misma que tenía ella en chutar a la gente de casa para servir a los bancos. Subnormal,1
"@USER A ver payasa, no tienes suficiente, con dar por culo aquí, que también quieres manipular otros países?",1
Enorabuena javi!!! Te lo mereces hermoso!!! El barrio entero pa ti mialma!!!!,0
"No pitéis, hombre, que estamos en Champions y en final de Copa.  Vete a la mierda, subnormal.",1
Me encantan tus videos y sobre lo deo flequillo te entiendo llevo con flequillo desde hace 2 años y siempre llevo un peine en el bolsillo xdd,0
@USER Cállate perra si todas tus conversaciones son spanglish 😂😂😂 te evitarias las correcciones a español 🙄,1
En el 2:37 podes ver al animal salvaje a la derecha esperando que se bajen de auto para atacar,0
Eres tan genial al estar pendiente por todo lo que pasa alrededor..y eso es muy bueno ojala todo el mundo que tiene estas plataformas hablaran sobre todo esto y tratar de disminuir todos estos perjuicios..por que no es posible que en estos tiempos tengamos esos prejuicios tontos y mas mirar a un idiota con poder..por eso la sociedad esta tan 💩💩 por esas personas que aun tienes esas ideas tontas..,0
@USER Así son de maricas los del @USER  😂😂😂,1
"@USER Ne cago en la  puta, los tíos, y alguna mujer también, somos imbeciles? Por qué he de sentir vergüenza de que me cuelgue un trocito? Estamos enfermos cuando no podemos respetar a la mitad del planeta. ???",0
"@USER Y lo bien que les va siendo fachas, que no es gratis LINK",1
"De origen Marroqui y Argelina…ohhh wow que sorpresa, en absoluto no son ellos gran parte de estos actos LINK",1
"Esa gente que dice esas cosas no tiene que tener ni el graduado escolar, es algo de cajon, tu mueves a mieles de personas o millones como es su caso y es logico que ganes ese dineral y si miras numeros hasta es poco como dices. Yo me alegro que alla llegado ahi, no lo sigo ni lo veo pero lo respeto y admiro, porque hay que tener talento y saber gustar a la gente y tener carisma para mantener tanta gente, ojala yo pudiese.",1
"No subas ningun mensaje, no te sientas obligado ya que ese Javi no es tu jefe.",0
"Crys Dyaz es un encanto! Deberia tener un canal tambien, explica muy bien y es suuuper simpatica :D a mi me ha conquistado jaja",0
Súper falso el tal dannan .. se excusa en que si le amenazan el también amenaza entonces lo que él hace no es malo por que A él lo amenazaron también.. típico en Latinoamérica..,1
Dulceida he venido aquí a ver que le puedo regalar a mi mejor amiga y real me encuentro con la mayor sorpresa de mi vida. Que el 11 de mayo es mi cumple 😳,0
"Estoy de acuerdo en que James no tendría que perdonarla. Pero no se si es tóxico, puede que sea muy bueno, o muy idiota.                         PD: Creo que es la segunda",1
"@USER @USER Buena idea, destruimos Gibraltar y así se hace el estrecho un poco más ancho y tal y cual.",0
Esta puta blanca no se calla! Ya cállate con tu chugar daddy! Puro pinche chugar daddy! A nadie le importa pendeja!,1
"Año 2016 primera mujer gana voto popular del partido demócrata: Hilary Clinton. Los ideales no fueron suficientes. La elección la ganó una bazofia horrenda. Conclusión, los ideales no bastan, se necesitan candidatos potentes preparados a la altura del desafío. (Válido tb para CL)",0
"¡Recordamos el Especial #8M de #Empoderadas! 💜

📣En el primer capítulo de marzo de nuestro programa por CCP Radio, hablamos de #activismo junto a Callejeras Autoconvocadas Biobío. 

Si te perdiste el programa o quieres verlo nuevamente revísalo en LINK LINK",0
"En un personaje como Dalas su fama no se basa solo en sus seguidores, sino que también tiene muchos que lo repudian.",0
"Puto dalas no se cansa de humillarse, no tarda en subir un video ""la verdad sobre el kun agüero""",1
"Mi abuela murio y por tenerle miedo a despedirme de el en el funeral no vi su cara, ahora ya no lo recuerdo, y mi abuelo pues se regreso para donde nacio",0
@USER Cállate la recalcada concha de tu madre hija de remil puta,1
"@USER No, ustedes son violadores de menores. Simple. Todo lo demás es hacerse la víctima para intentar reducir la condena. 3 hombres mayores de edad tuvieron sexo con una menor de 15 años. Va en contra de la ley. Punto. Ya basta!",0
@USER recuerde señor presidente el xq ni arabes xq como payasos ponen su cara en mi familua y chinos xq ponen a un loco y un cinico assesino como mi mirada recuerde senor presidente el xq ni arabes ni chinos,1
Y casi tienes1millon de visitas ustedes los fans de el ustedes ven q aparece alguien criticado famoso para ver q dice y ustedes le dan dinero a él y lo único que hace quiere q como aparece yuya entran y el tiene el billetico,0
"Pregunta seria, este Domingo se puede felicitar a las madres en su día o estaria en franca violación de algún artículo del  manuscrito Voynich-feminazi aprobado en la convención de la Academia Mágica Beauxbatons.",1
con todo este trash me gustaría que conocieras la existencia de aimeP3 es una youtuber mexicana y su vida es un circo REAL buscala por favor hay un canal que habla de todas sus mentiras y la señora está trastornada es una fantasía,1
Mira donde anda Vargas por la rechucha wn...,0
Alguien sabe algo de la Greta?? Se habrá ido a su puta casa en avión disfrazada?,1
"Plot twist: Chat Noir: Tú eres mi mejor amiga, perra desalmada. Ladybug: ¿Qué? Chat Noir: Perdón, me alteré. #MiraculousLadybug",1
"@USER Y los responsables de las víctimas, las de la GC y la de los muertos al otro lado son:\n1. Las autoridades marroquíes por permitirlo.\n2. El Gobierno de España por no impedirlo.\n3. La gente, imbecil e indocumentada que apoya este Gobierno que no deja de lanzar mensajes “llamada”.😎",0
"La doctora arquitecta Graciela Viñuales, fundadora y vicedirectora del Centro de Documentación de Arquitectura Latinoamericana, CEDODAL de Buenos Aires, participará en las Jornadas INCUNA 2022 con una ponencia sobre ""Puerto Belgrano"" Más info LINK LINK",0
amiga lo dire sin miedo a equivocarme ni temor de nada pero valla si que tu contenido es absurdo y pensar que pense que el mio era descabellado contenido xxx en pocas palabras manchar la reputación de otros para ganar visitas bueno tratar de manchar y otras cosas mas digo hagamos algo dejemos de aser contenido sin sentido creemos contenido que alegre al publico y le que le saque una sonrisa creme que ya bastante tiene la gente con susproblemas para escuchar los de alguien mas analisemonos y si se puede hay que ir con un sicologo que si ase falta,0
“A cristianos y musulmanes nos une la defensa de los valores de la familia natural” LINK,0
"LOVE IT, además, me ha recordado a una amiga que es prácticamente como mi hermana y pues, solo digo que me ha encantado 😍",0
Me encanta el vídeo y me parece muy bonito lo que hacéis tu y Alba por la situación si sigues así vas a llegar mucho más lejos de donde estas que eso ya es decir te amo muchísimo eres un ejemplo a seguir.A mí también me encanta la moda besoooos😍😘🤩💯💜💥🧡💛💚💙,0
Y tú que te mereces pedazo de puta mierda? LINK,0
"@USER 
Ines, por los pocos que te han votado, por su dignidad, No HAGAS MAS el RIDICULO en el CONGRESO, ya sabemos que el CONGRESO, es un circo lleno de payasos, pero PAYASA Y RIDICULA, no por favor.",1
"Segurola es subnormal x2. Siempre dando lecciones de fútbol. Sácate el título de entrenador, campeón.",1
@USER Estoy en cero facha yo bro,0
@USER Rei hizo mas por el respeto a las mujeres que todas las feminazis del mundo juntas.,1
Hay gente en Twitter que está diciendo que ese no es Argos D: ¿Sí es?,0
"Yo.... vi primero el café de tu ojos, tus ventanas del alma, son tan simpáticos y hermosos...",0
"Alguna abogada o doctora que me pueda pasar info aunque sea por DM, de las votaciones que el senado hace en estos días sobre “Neuroderechos de los chilenos”, muchas gracias",0
@USER Y a los fachas machistas quemarlos con gasolina,1
Hay salseo entre los que hacen salseo :v Aunque espero que solo dure un dia xd de verdad me caen bien todos ustedes :3,0
2:24 SJSJAJAJAJAJA porfa que alguien recorte esa parte y haga un meme sobre ese tema que yo no se como jjajaj 3:53 JSJSJAJA,0
@USER Más inteligentes que los Chilenos…,0
@USER Callate puta,1
"@USER Y además, en Papúa Nueva Guinea serían todos millonarios.\nTienen más de 800 lenguas.",0
"Shia Labeouf pide perdón al policía al que amenazó de muerte gritándole ""puto negro"" LINK",0
"Feminazis defendiendo a Jimena Barón, es una pervertida, además ella vive sexualizandose constantemente, su Instagram parece el perfil de una prostituta",1
"Hola Dalas te informo de nueva posible gilipollez viral:                                                  Resulta que en España ha muerto un guardia civil por coronavirus,se dice que ese hombre estaba sano como un roble...Eso dicen las noticias(no es de telecinco xd) pero últimamente no sabemos que creer y que no... Yo sigo pensando que ese hombre no estaba tan sano como dicen por que no va a ser después de tanto tiempo el único fallecido por este nuevo virus sin presentar ninguna otra enfermedad(no me acuerdo cuantos años tenia pero se que era joven)... Eso es lo que sé .. Un beso a ti y a Lizy y a Lol y a Mai y a todos xd😂❤️❤️❤️❤️",0
Cuidao con pedro sanchez y sus amigos comunistas preguntarle a los colectivos lgtb como estan en russia china Corea del norte Venezuela cuba... muy progres no son la verdad ...,0
Malditos Sudacas @USER @USER LINK,1
"Te queda bonito el corte  , pero con este no se te veías tan fresa😍😍😍, tu cara super fina, pero bueno igual te ves muy bien😊",0
"@USER Aunque ya no la ames, eso es amor 💜",0
LOS REYESUELOS           del pais Sudaca  !!😈  #LaJusticiaInThePendiente   ⤵ LINK,1
Te pusiste el chaleco amarillo Dalas jajajajajajajaj payaso,1
"@USER me ha preparado una lista de mis 4 ""palabras"" básicas en catalán para cuando vaya a Bcn.  T'estimo  Cervesa Tinc gana  Vull follar",0
"—Papá ¿A qué hijo quieres más?

—Son mis hijos, a los dos los quiero por igual.

—Pero somos tres.

—Sí, pero el maricón no cuenta.",1
@USER Son homófobos. Por eso no compro @USER. Ni un duro a los homófobos.,0
El progre de la Marea quejándose de la población rural. Tan predecible la Gauche Divine 2.0. Se siente como un negro en Alabama el SUBNORMAL,1
El equipo de @USER en #Tumbes participó en la Reunión de\nimmi.lat.final.annotated￼\n\n\nExplorar\nCoordinación con liderazgos de la región y organizaciones humanitarias.\n\n\nUna oportunidad para conocer el trabajo realizado y articular los esfuerzos para una mejor respuesta hacia las personas #refugiadas y #migrantes. LINK,0
"@USER Me meti a cachar que onda... y es de derecha... eso explica todo!
Solo bloqueelo!",1
"Mañana podrán salir todos! ya que no habrá delincuentes! todos estaran crudos o borrachos, porque gano su equipo de maricas",1
Esos gays apenas no les puedes decir algo y ya piensan que quieres sexo Jajajaja 😂,1
"Cuando la gente se pone en la puerta del metro y tengo que bajar, empujo a todos los culiaos y se me olvida el distanciamiento social. Y los insulto, pero digo algo así como ""deja bajar vieja fea""
El vieja duele más que un weona para algunas personas.",0
Jajaja..más de éstos vídeos. Pero porfaplease se más concisa que aparte de cargarte el maquillaje y de Makeup cargas demasiado y hay que ir dando saltos en el vídeo,0
"Se llaman refugiados llegan a España🇪🇸 dice que son refugiados👏 y se van de vacaciones al país que dice que huyeron de refugiados,,,,,,usando el dinero público de España para irse de vacaciones🇪🇸🇪🇸🇪🇸🤮🤑🤑 LINK",1
Disculpen yo era gorda y ahora me gusta mostrar culo sin sentido,0
"@USER Cortenla, no dejamos de votar por Oliva porque la apoya Maltés...la dejamos de votar porque al apoyar a un concejal acusado de VIF se pasó por la raja el discurso feminista con el que ha construido su campaña.",0
"Valiente hija de puta, aprovecha. Que el tiempo te colocará en la mierda, donde te mereces.",1
@USER Jajajaja señora con todo el debido respeto. Usted está loca ? Es increíble ver cómo alguien es capaz de hacer el ridículo de tal manera.,1
"Marico que asco por partidos así es que cada vez odio más a maduro, maldita sea, maldito país.",1
@USER Movimiento SEMEN RT please!,0
Vaya padres de mierda,1
"Son niños ratas haters tuyos ni les hagas caso dalas, siempre encontrarán alguna excusa para desacreditarte , en fin como siempre estás siendo elegante y tolerante.",1
@USER #SiTeRiesPierdes ¿Qué son 1000 negros en paracaídas?  La noche,1
Que fea eres,1
@USER Jajaja pues soy bien puta provocarme y verás lo puta que puedo ser bb 😘,0
@USER Tranquilo sudaca no te asustes,1
"Espectacular, muy buena estructura de canción, nada habitual, llevándote a imaginarte toda una historia (vida) como si de un cuento de tratase.",0
hdp solo sudacas tenian que ser LINK,1
@USER Maravillosa mujer 😍😍😍😍❤️👍😁💋🇨🇱😍🔥🔥🔥🔥🔥🔥,0
"@USER Genial! Estupenda tecnología para unir 🇪🇸 con 🇲🇦 y sustituir las concertinas y vallas de Ceuta y Melilla, para que los inmigrantes ilegales puedan invadirnos a velocidad supersonica, su socio, George Soros, estaría encantado 👇  #EleccionesYa   #StopInvasion  #SanchezDimision LINK",1
@USER mas claro no canta un gallo no se que espera los paises de afuera para la ayuda internacional hdp dictador csm maldito mil vece,1
"@USER @USER Ni veo una calificación del suceso en la respuesta. Solo veo calificación de los que comentan.\nYo me refiero al suceso en si, lo haya cometido un marroquí o el sursumcorda.",1
omg yo pense q me habia equibocado de canal  susana te amo y ahora mucha sabiendo q eres familia de dulceida i love oh dios miooooooooooooooo de cuba muchos besos,0
Yo no entiendo porque denuncio a ti y a javi a lo de lada amores puedo llegar a entenderlo pero a JAVI!!???,0
"Hay explicaciones para determinados blocks que se resumen en una descripción, MONGOLO.",0
"Que obsesión con esa chica, yo la seguía pero después de que noté que todo su canal se basaba en ""exponer"" a Miare me aburrió.",0
"hay que demandar los videos de windy para que le cierren el canal a ella si ella puede, por que la comunidad no",0
Según Tv3 llamar puta a una mujer es arte #tv3eselnodo LINK,1
Nacho pedazo de negro indocumentado,1
"#mujer #futbol

Un nombramiento histórico que es una muestra al mundo de que no hay lugares para hombres o para mujeres ⚽️👏🏼👏🏽👏🏽

LINK LINK",0
"A ver...... No soy fan de ninguno los dos se equivocan   1. Dalas: Entiendo lo que paso con miare etc. Pero ya esta no osea el sigue con rencor mucho rencor de personas lo entiendo pero que se calme  2.Jordi. JORDI era un persona muuuy mala deje de ver su contenido no me gustaba como persona. Mintio con que no se metio con dalas pero a ver antes era una mala persona y era de moda tirarle mierda a dalas y mucha gente lo hizo (wismichu,auronplay,thegrefg,etc)  El caso los 2 estan mal incluso El que hizo este video solo quiere salseo y mas salseo pero bueno.....",1
"A la gente no le importa tu estado físico, les importa tu forma de actuar a lo que te pasa, como los vídeos de ""¿me discriminan?""",0
El grupo independentista de Carles Riera obtiene cuatro escaños y pierde seis respecto a las elecciones de 2015 #EleccionesCataluna  LINK,0
EL IDIOTA FELIZ: Greta habla claro LINK,0
MANFLAJKDKS Q tonto q sos eso pasa x decirle eshrek a shrek a nada q ver,1
@USER jajajajajajajaja PATETICA!!!!!!!! LINK,1
"Ori, tu eres la excepción que cumple la regla, eres un hijo de puta y no hay mas (<3)",0
Isma eres una persona muy buena como tus subs aprecian su vida tambien tu porfavor es que te queremos mucho todos y no queremos que te mates :v pd:soy de mexico xdddddddddddddd,0
"#VamosChile ya no quiero niuna wea. Yo sabía, bolivianos malos. Literal no han hecho nada en todo el partido y ahora se agarran de una falta, que bajo 😒",0
Que te importa la gorra el se pone lo que le da la gana     hater de mierda,1
"@USER @USER @USER Una niña violada es aquella que pierde su infancia y por ende su vida por un hijo de puta. Esta ""niña"" que de niña tiene poco no se ha quedado tramada ni nada por el estilo, quería fiesta como la había tenido con anterioridad y con posterioridad. La ""niña"" viene de vueltas.",1
"@USER @USER Esa loca es una féminazi, que horror",1
Porque las mujeres ven las peliculas porno enteras? -Porque se creen que al final se van a casar o algo.,1
Luciana anda a fregar los corotos LINK,1
"NO ENTIENDE EL SARCASMO XDD, LA WINDY NO TIENE DERECHO A DERSE LA DE LA INFLUENCER DE AMOR CUANDO... ES UNA MUJER QUE LO UNICO QUE HACE ES TIRAR HATE A OTROS YOUTUBERS QUE SUPUESTAMENTE LA DISCRIMANAN XDDD",1
¿Sabes lo que va a pasar? Yo lo veo muy claro. Pagaremos el pato los de abajo. Como sardinas de lata en la seguridad social. Las ayudas y becas colapsadas. Los manteros competencia desleal. Ya no tendremos sitio ni para recoger en las basuras.  LINK,1
"Tranquilos gente, la tipa ya está vieja, se retirará pronto",1
"jajakas ni siquiera duraron 30 min, chinos qliaos LINK",0
"Pinches ridículas doble moral, primero dicen que odian la infidelidad pero andan defendiendo a otro que es igual de puta a ellos. NO MAMEN",1
@USER @USER ¿Y q pasa si los Constituyentes chilenos se vuelven inteligentes y resuelven hacer de Chile un país de 346 Comunas Federales soberanas así como Suiza o Alemania y tiramos para arriba LINK,0
"Pobresito se quedó sin el único amiguito q tiene su canal es una mierda y sigue asiendo videos , el se piensa q le creemos pero eso solo pasa en su diminuto serebro,el plan no le salió como quería y dalas iso un vídeo y se lo metió por el traserooooo",1
"@USER Lo mentirosa de esta mujer ya es un acto obsesivo compulsivo, será mitomana o es más del actuar histórico de comunistas y extrema izquierda de mentir y mentir.
@USER @USER",1
"@USER @USER Maldito sudaca haciendo chistes de sudacas,  que quieres que les explote la cabeza a los de la banderita? Si es que así no se puede",1
joder que asco una ballena asesina!!,1
¿Viste esto? Entérate cuáles son los nuevos dictámenes: LINK,0
Me gustaria ver un video donde aparezca @lizy_p_makeup respondiendo preguntas o contando su experiencia cuando estaba @dalasito en el quirofano PD:l os quiero mucho sois un ejemplo a seguir saludos,0
@USER Cállate hijo de mil puta,0
"@USER Bien aweonao el loco, cuando ya no tienen como defender su “opinión” empiezan con insultos",0
"A mi me parece super guapa, pero no llego a endiosarla, para mi, hay chicas mucho más guapas que ella. Pero para gustos colores.",0
"A espaldas de los ciudadanos, el Gobierno expulsa a migrantes venezolanos (domingo), so capa de que ingresaron ilegalmente al país. Dónde queda: “... o el asilo contra la opresión” ? LINK",0
"Bien nomás Soto, si de todas formas los weones que juegan adelante tampoco la meten.",0
@USER @USER Ay cállate Marta! Me tení 🤕,0
"Después del RIDÍCULO que hizo no le quedaba de otra, mas falso que un billete de a 3 para ""medio limpiar la imagen que el mismo se embarro"", si es que se puede.",1
@USER señor presidente me robaron los tapones de mi auto. A las afueras de suburbano de lechería.  Llegué entre 9:30 pm y había combis y el indocumentado de labios prominentes. El cual ya he visto como roba autopartes y las patrullas no hacen nada. Hoy me tocó a mí,1
@USER Sois la misma puta mierda . Con perdón de la expresión,0
Que par de estúpidas enserio,1
Yo solo veo al mismo payaso,1
"Esta invasión continuada de subsaharianos,no se cuanto nos cuesta,imagino que cantidades astronómicas. Por qué no empleamos esta pasta en hacer que vuelvan los españoles que tenemos por el mundo, médicos,investigadores,y demás profesionales.",1
"“Veo una solidaridad entre mujeres escritoras absolutamente envidiable, absolutamente maravillosa”. – La Panera LINK",0
tienes cara de vieja,1
"@USER @USER Pero saco a la luz las reales intenciones del Frente Amplio, Comunistas y afines. Solo quieren robarse nuestra plata.",1
"En varios países árabes imponen a mujeres occidentales a sus costumbres y castigos si no obedecen a estos.   Y ahora a los cabrones les enoja que en los países occidentales se castigue con multas el uso de sus costumbres.  Lo peor, es que manden a sus mujeres a protestar. HHdP.",1
Bruja cochina.,1
Quería comentarte una cosa Kevin y yo somos una pareja gay que estamos haciendo un concurso de lipsinc para drags que esta empezando a tener mucho éxito Y me gustaría que me ayudaras con un video de 30 segundos en el que mandase un mensaje de apoyo a las chicas y la iniciativa del concurso @misslipsyncdrag Hay muchas chicas buenísimas y con gran futuro que acaban de comenzar creo que te gustará el concurso 🙏Ayúdame a darles una alegría con el video de apoyo que me mandes Gracias ❤️,0
@USER @USER Ahí está la prueba de que se puede ser fascista y sudaka a la vez,0
Un señor que es fascista y no lo sabe. Soy doctorada en Historia y se lo es un fascista. Qué pena de país de fachas. LINK,1
"Miare no Vedia cosas defectuosas , una cosa es subir el precio y otra es ser un mierda con la transacción",1
La lección de Pérez-Reverte a la inculta feminazí Irantzu Varela que criticó la película 'El irlandés' - Periodista Digital LINK,1
"Me da miedo que Paola esté cerca de Yuya, algunas personas llegan a obsesionarse tanto que hacen cosas horribles, imagínense que solo estuvo con Sergio para estar cerca de Yuya",0
"Maldito imbéciles, no puede que ser sean unas momias ignorantes y obsoletas ........ con poder. 

Si un favor hizo Piñera fue terminar de MATAR a toda la UDI con el matrimonio igualitario, porque la homofobia SALTÓ. LINK",0
"""me critico por conseguir fama"" espera eso no hacen todos los canales de polémicas o críticas incluido el? Veo mucha hipocresía en ese comentario pero bueno",0
QUÉ ESPERAN PUTOS SUDACAS @USER CONTRATEN AL CALVO DE ALMEYDA TIREN PARO,1
El puto amo para  reaccionar a video wisma 😂,0
Se abra spoileado alguien con la muerte de ace? capaz alguno ve one piece y aun no llego a eso jaja,0
"Cállate, maldita gorda puta. Tu discurso es tan idiota como tu fracasada dieta. LINK",1
A los fachos tontos e ignorantes (y SWPG) les interesa mas a la oliva con su mencion a la naya que al Gral Fuentealba y la estafadora de su mujer!!! Hijitos de pta LINK,0
"🇷🇺 🇺🇦 | Premio Nobel de Paz de periodista ruso #DmitryMuratov, fue subastado para recaudar dinero que ayudará a niños ucranianos refugiados. Este se vendió por 103.5 millones de dólares, rompiendo récord para un Nobel a la venta. LINK",0
"Uno de tus puntos generaría bastante corrupción: si un votante solo puede hacerlo tras pasar el test , fácilmente podrías comprar a la entidad que audita y califica los test para hacer que los votantes calificados a cierto partido reprueben y no puedan votar, o partidos con pocos votantes crearían un test ridículamente fácil (y aprobarían gente que debería reprobar)",0
@USER esto es lo que los sodomitas le hacen a los niños!!!!,0
#NSW #Weather While we're taking this warning from @USER very seriously we can confirm #WinterHasCome.... fb.me/7KCvsuttd,1
"@USER lo que hay detrás, fachas y na más",1
"Puta mereces ser venezolana ,por tu vida pasada de excesos con la britni y la linsy. LINK",1
"No veo a progres feminazis luchando en contra del patriarcado del reggaeton. Ah pero sí en contra de de la Iglesia.

Doble discurso. Mínimo ""perrean"" en las discos con su Bad Bunny ? LINK",1
En qué momento el ser coherente y el tener sentido común se volvieron cosas de Fachos?,0
No habrá que darles de lo 'nuestro'. Ellos se apropiarán de lo 'suyo'.  @USER les dice ☝️ a quienes piensan q hay q jubilar a los mayores para q trabajen los jóvenes o q los q vienen d fuera te quitan el trabajo.  #Inmigración LINK vía @USER,1
No sabia que anonymus habia atacado a españa esta muy interesante esto y 2020 es muy raro. La que esta liando anonymus es grande,0
"Hola dalas, se que no verás mí comentario, pero me gustaría que hablaras del presidente de mí pequeño país El Salvador y quisiera que dieras tu opinión sobre cómo está manejando está situación, siempre con tu libertad de expresión, se respetan diferentes puntos de vista.",0
Pinche miare roba perros,1
"@USER @USER @USER @USER Habría que traducirselo al español y asegurarle que los asintomáticos pueden tener carga viral relevante, ya que el dice que la carga viral se mide a través de los síntomas

Con estos tarados ignorantes a cargo de un gremio médico está sonado y en vergüenza el país",0
Adoro tu forma de informar y de transmitir. Y me pareces una persona bonita tanto por dentro como por fuera. Me encantas😊❤️,0
actualizacion qlia bkn hermano nunca me entretuvo tanto un evento culiao mira si teni hasta barquito jujujujujujuj,0
@USER Jejeje dame pico 🤤,0
"Te acuerdas cuando te acusaban de esas cosas ? , casi nadie te creia , y hoy en día , casi todos te creen y confian en ti , a pesar de que alguna vez te intentaron hundir la carrera . Mis respetos y aplausos  para ti , , saludos desde Colombia - barranquilla .",0
"Habla 3 o 4 días que te quieres comprar un colchón y te aparecerán en el móvil ofertas de colchones en todos lados. Así que creo que todas nos espían, es lo que hay...",0
